timestamp;charging;in_charger;level
2026-02-01T08:07:16.200Z;False;False;32
2026-02-01T09:07:17.000Z;False;False;32
2026-02-01T09:37:16.800Z;False;False;31
2026-02-01T10:37:17.400Z;False;False;31
2026-02-01T11:37:17.200Z;False;False;31
2026-02-01T12:27:17.300Z;False;False;30
2026-02-01T13:07:16.900Z;False;False;31
2026-02-01T13:17:16.300Z;False;False;30
2026-02-01T14:17:17.100Z;False;False;30
2026-02-01T14:47:17.300Z;False;False;29
2026-02-01T15:47:16.400Z;False;False;29
2026-02-01T16:47:16.400Z;False;False;29
2026-02-01T17:47:16.600Z;False;False;29
2026-02-01T18:47:16.400Z;False;False;29
2026-02-01T19:47:16.900Z;False;False;29
2026-02-01T20:47:16.300Z;False;False;29
2026-02-01T21:47:17.100Z;False;False;29
2026-02-01T22:37:17.200Z;False;False;28
2026-02-01T23:37:16.500Z;False;False;28
2026-02-02T00:37:16.400Z;False;False;28
2026-02-02T01:37:16.500Z;False;False;27
2026-02-02T02:37:16.400Z;False;False;27
2026-02-02T03:37:16.400Z;False;False;27
2026-02-02T04:07:16.500Z;False;False;26
2026-02-02T05:07:16.400Z;False;False;26
2026-02-02T05:57:16.800Z;False;False;25
2026-02-02T06:57:16.600Z;False;False;25
2026-02-02T07:57:16.900Z;False;False;25
2026-02-02T08:57:16.900Z;False;False;25
2026-02-02T09:07:15.700Z;False;False;24
2026-02-02T10:07:15.600Z;False;False;24
2026-02-02T10:27:17.200Z;False;False;23
2026-02-02T11:07:16.900Z;False;False;24
2026-02-02T12:07:16.500Z;False;False;24
2026-02-02T12:57:16.400Z;False;False;23
2026-02-02T13:57:17.100Z;False;False;23
2026-02-02T14:57:16.600Z;False;False;23
2026-02-02T15:57:16.700Z;False;False;23
2026-02-02T16:57:16.600Z;False;False;23
2026-02-02T17:57:16.300Z;False;False;23
2026-02-02T18:07:15.400Z;False;False;22
2026-02-02T18:47:16.300Z;False;False;23
